state,year,notifications,detection_prob,incidence_est,missed_cases,system_z,risk_z,system_score,risk_score,target_detection,additional_notifications
Jharkhand,2020,41060.29451948584,0.46559561850170295,88188.74767683334,47128.4531573475,-0.6838141362224025,2.0300347173108686,0.6673999999999999,2.6233298600858506,0.9,38309.57838966417
Karnataka,2020,59359.44346696794,0.8658290680741394,68557.92402419676,9198.480557228824,0.31125016028654723,-0.1836660386298215,0.7666,-0.23734402141631505,0.9,2342.688154809148
Kerala,2020,18799.93926631112,0.93968453613427,20006.649618446874,1206.710352135753,0.4602088780603155,-1.6783059260512476,0.7814499999999999,-2.1688052980697194,0.9,0.0
Ladakh,2020,215.6556508110563,0.8264796085320243,260.9328150202028,45.27716420914649,0.546474532797987,0.8471234065667397,0.7900499999999999,1.0947025233972218,0.9,19.18388270712623
Lakshadweep,2020,18.04649797582061,0.8985646716755152,20.08369407865777,2.037196102837161,0.13270031675974056,-1.1386644275810398,0.7488,-1.471448920562219,0.9,0.02882669497138579
Madhya Pradesh,2020,124203.21766878777,0.38425387715832726,323232.1781300109,199028.96046122315,-1.620197725729563,1.0119361214183575,0.57405,1.3076831746664754,0.9,166705.74264822208
Maharashtra,2020,144067.9003156723,0.82937027417587,173707.57646074297,29639.67614507067,0.13270031675974056,0.06174837371083703,0.7488,0.07979486813011569,0.9,12268.918498996383
Manipur,2020,1410.3338168103808,0.5659589665130106,2491.9365188252727,1081.602702014892,-1.373939374123769,-0.018626384059572395,0.5986,-0.024070105339692227,0.9,832.4090501323647
Meghalaya,2020,3734.722756096075,0.5578229203954564,6695.176228055356,2960.4534719592807,-1.0017933519414917,0.7173391974544052,0.6356999999999999,0.9269877605763079,0.9,2290.9358491537455
Mizoram,2020,2106.0263137782654,0.97065252565115,2169.701575098117,63.675261319851415,1.7998342490156625,-0.7725929845186787,0.9150000000000001,-0.9983899431362925,0.9,0.0
Nagaland,2020,3146.4069220843235,0.8187446278872309,3842.964967237246,696.5580451529227,0.0619825416550219,0.08106748110571232,0.74175,0.10476015117035682,0.9,312.2615484291982
Odisha,2020,41171.28048203714,0.8317237205595313,49501.14979808403,8329.86931604689,0.8925402407572482,1.396015585749389,0.8245499999999999,1.8040131727859512,0.9,3379.7543362384895
Puducherry,2020,2492.221370460826,0.98,2543.083031082476,50.86166062164966,2.4092108217265347,-1.548541463630468,0.97575,-2.001116053081162,0.9,0.0
Punjab,2020,41685.60567434803,0.8209864268466095,50775.024179707216,9089.418505359186,-0.6406813088535651,-1.2140867561742508,0.6717000000000001,-1.568914074743362,0.9,4011.9160873884684
Rajasthan,2020,123928.0085746565,0.7238186645481952,171214.16543190673,47286.15685725023,-0.21386693570381055,0.6733025375249331,0.7142499999999999,0.870081007235429,0.9,30164.74031405957
Sikkim,2020,1196.4828157969064,0.8258970172115847,1448.707031097537,252.2242153006307,-0.42802643903512144,-0.8988643180871528,0.6929,-1.1615651622585734,0.9,107.35351219087693
Tamil Nadu,2020,63437.04968460461,0.9103469769896991,69684.47338000269,6247.42369539808,0.5499853443280093,-0.6605546892470305,0.7904,-0.8536074904260407,0.9,0.0
Telangana,2020,57035.054527682245,0.9215778841183909,61888.480084614544,4853.4255569322995,1.0204340893508899,-0.10595177594750688,0.8373,-0.13691709565460553,0.9,0.0
Tripura,2020,1868.7148653962242,0.42901148122675,4355.86213229695,2487.147266900726,-1.3483606044050416,1.1299512460392387,0.60115,1.4601892366168934,0.9,2051.561053671031
Uttar Pradesh,2020,330829.30321764224,0.5321748839149641,621655.2363085689,290825.9330909266,-1.1176501324322003,0.7157040098416168,0.62415,0.9248746752901839,0.9,228660.40946006973
Uttarakhand,2020,18046.49797582061,0.8508871693006751,21209.037610301046,3162.539634480436,0.08605667786088426,-0.34302101041841515,0.7441500000000001,-0.4432718571727021,0.9,1041.63587345033
West Bengal,2020,71318.85767554426,0.7718287390773643,92402.43860418836,21083.580928644093,0.251064819771893,0.9998137808630053,0.7605999999999999,1.292017975602732,0.9,11843.337068225257
Andaman & Nicobar Islands,2021,466.55403660403687,0.9229469572073387,505.5047128772604,38.95067627322351,0.36090306621113816,-0.1777359613205843,0.7715500000000001,-0.229680827902784,0.9,0.0
Andhra Pradesh,2021,79904.97062406653,0.9454746000982684,84513.08011422154,4608.10949015501,0.531428197669324,-0.6106760536939783,0.78855,-0.7891513937342596,0.9,0.0
Arunachal Pradesh,2021,2506.692693706896,0.8417220546285427,2978.052766852017,471.3600731451211,-0.5238214393542788,-0.14627909131816408,0.68335,-0.1890304165189323,0.9,173.55479645991954
Assam,2021,34638.18637438373,0.5608761384651372,61757.28293446872,27119.09656008499,-1.4035304998768086,1.123001893354627,0.5956499999999999,1.451208875714515,0.9,20943.36826663812
Bihar,2021,121196.38320091019,0.3248316752786256,373105.18777749594,251908.80457658577,-2.0329688527592333,1.9427598179469165,0.5328999999999999,2.510548119170243,0.9,214598.2857988362
Chandigarh,2021,4343.461642546457,0.9628286694274634,4511.146978131897,167.68533558544004,0.33482275198812084,-1.767200505082145,0.76895,-2.283680083994774,0.9,0.0
Chhattisgarh,2021,29830.01114508177,0.7978937871392027,37385.94237214878,7555.931227067005,-0.07794837504154813,1.2521226216112964,0.7278000000000001,1.6180662496812288,0.9,3817.336989852127
Dadra & Nagar Haveli and Daman & Diu,2021,932.1878482838054,0.9052748349006566,1029.729108051592,97.54125976778664,0.2430401077032722,0.06174837371083703,0.7597999999999999,0.07979486813011569,0.9,0.0
Delhi,2021,94818.13574675887,0.7821941892906868,121220.71097554728,26402.57522878841,-1.5459691390948223,-1.2009487937983165,0.58145,-1.5519364296284412,0.9,14280.504131233683
Goa,2021,1857.0138971734643,0.9394608306199197,1976.680492307573,119.66659513410877,0.02687442635480749,-1.2968631731266331,0.7382500000000001,-1.675882612990705,0.9,0.0
Gujarat,2021,133185.0735142778,0.9251893350113551,143954.3977370245,10769.324222746684,0.9201251884931329,0.7649433882265271,0.8273,0.9885046863967479,0.9,0.0
Haryana,2021,63571.89844322816,0.9467779870714067,67145.51807427428,3573.6196310461237,0.5043447944377293,-0.7105705045631195,0.7858499999999999,-0.9182408588489429,0.9,0.0
Himachal Pradesh,2021,13335.899602496454,0.9792341088615494,13618.704129904825,282.80452740837063,1.9187002965321025,-0.11446342688479111,0.92685,-0.14791634993927308,0.9,0.0
Jammu and Kashmir,2021,9962.355030128803,0.9337636811931728,10669.032465900584,706.6774357717804,0.5178864960535283,-0.2209992683023904,0.7872000000000001,-0.28558820923159933,0.9,0.0
Jharkhand,2021,48016.41632339652,0.6080080674593843,78973.32106798745,30956.904744590924,-0.6838141362224025,2.0300347173108686,0.6673999999999999,2.6233298600858506,0.9,23059.572637792182
Karnataka,2021,66656.49238937556,0.9199269658033989,72458.46123356381,5801.968844188246,0.31125016028654723,-0.1836660386298215,0.7666,-0.23734402141631505,0.9,0.0
Kerala,2021,20127.159543596634,0.9652006710664429,20852.82381886275,725.6642752661173,0.4602088780603155,-1.6783059260512476,0.7814499999999999,-2.1688052980697194,0.9,0.0
Ladakh,2021,267.78545296208034,0.894510229135727,299.3654451786581,31.57999221657775,0.546474532797987,0.8471234065667397,0.7900499999999999,1.0947025233972218,0.9,1.6434476987119524
Lakshadweep,2021,11.042699091219808,0.9403725154320539,11.742898596038021,0.7001995048182135,0.13270031675974056,-1.1386644275810398,0.7488,-1.471448920562219,0.9,0.0
Madhya Pradesh,2021,153075.7352523375,0.5262884760485311,290858.99125448795,137783.25600215045,-1.620197725729563,1.0119361214183575,0.57405,1.3076831746664754,0.9,108697.35687670167
Maharashtra,2021,184022.899455481,0.8964096260888187,205288.84797723882,21265.94852175782,0.13270031675974056,0.06174837371083703,0.7488,0.07979486813011569,0.9,737.063724033942
Manipur,2021,1649.9632892130928,0.6989209367678284,2360.729522345368,710.7662331322751,-1.373939374123769,-0.018626384059572395,0.5986,-0.024070105339692227,0.9,474.6932808977383
Meghalaya,2021,3820.7738855620532,0.6919205339163009,5521.983664708292,1701.2097791462388,-1.0017933519414917,0.7173391974544052,0.6356999999999999,0.9269877605763079,0.9,1149.0114126754102
Mizoram,2021,1609.473392545287,0.98,1642.3197883115174,32.846395766230444,1.7998342490156625,-0.7725929845186787,0.9150000000000001,-0.9983899431362925,0.9,0.0
Nagaland,2021,3356.9805237308215,0.8894020195309721,3774.424219883301,417.44369615247933,0.0619825416550219,0.08106748110571232,0.74175,0.10476015117035682,0.9,40.001274164149436
Odisha,2021,48202.30175809873,0.8979521899147545,53680.2541376671,5477.952379568371,0.8925402407572482,1.396015585749389,0.8245499999999999,1.8040131727859512,0.9,109.92696580166375
Puducherry,2021,3169.2546391800847,0.98,3233.933305285801,64.67866610571627,2.4092108217265347,-1.548541463630468,0.97575,-2.001116053081162,0.9,0.0
Punjab,2021,46141.918152661965,0.8908863797784091,51793.26926531179,5651.351112649827,-0.6406813088535651,-1.2140867561742508,0.6717000000000001,-1.568914074743362,0.9,472.0241861186514
Rajasthan,2021,137320.56432393964,0.8235033122351098,166751.68427827125,29431.119954331603,-0.21386693570381055,0.6733025375249331,0.7142499999999999,0.870081007235429,0.9,12755.951526504476
Sikkim,2021,1263.4688210203997,0.8941267894589112,1413.0756799994765,149.60685897907683,-0.42802643903512144,-0.8988643180871528,0.6929,-1.1615651622585734,0.9,8.299290979129182
Tamil Nadu,2021,76215.78890267485,0.947581885470889,80431.87620117956,4216.087298504717,0.5499853443280093,-0.6605546892470305,0.7904,-0.8536074904260407,0.9,0.0
Telangana,2021,55870.53605202661,0.9543820829784454,58541.05713894509,2670.521086918481,1.0204340893508899,-0.10595177594750688,0.8373,-0.13691709565460553,0.9,0.0
Tripura,2021,2340.1319824143307,0.5722156716187503,4089.597853540594,1749.4658711262632,-1.3483606044050416,1.1299512460392387,0.60115,1.4601892366168934,0.9,1340.5060857722037
Uttar Pradesh,2021,417517.09083962673,0.6694414367201642,623679.7842768652,206162.69343723846,-1.1176501324322003,0.7157040098416168,0.62415,0.9248746752901839,0.9,143794.71500955196
Uttarakhand,2021,20971.005799150684,0.910386110979166,23035.287496417663,2064.281697266979,0.08605667786088426,-0.34302101041841515,0.7441500000000001,-0.4432718571727021,0.9,0.0
West Bengal,2021,83268.39272226722,0.8575939705574566,97095.35698827358,13826.964266006355,0.251064819771893,0.9998137808630053,0.7605999999999999,1.292017975602732,0.9,4117.4285671789985
Andaman & Nicobar Islands,2022,497.2964992252658,0.9550886388821436,520.6809912505214,23.38449202525561,0.36090306621113816,-0.1777359613205843,0.7715500000000001,-0.229680827902784,0.9,0.0
Andhra Pradesh,2022,85850.69732973703,0.96853948616337,88639.33639898706,2788.639069250028,0.531428197669324,-0.6106760536939783,0.78855,-0.7891513937342596,0.9,0.0
Arunachal Pradesh,2022,2666.216998655311,0.9042298786024454,2948.6052847270957,282.38828607178493,-0.5238214393542788,-0.14627909131816408,0.68335,-0.1890304165189323,0.9,0.0
Assam,2022,44535.043419383255,0.6939718317531416,64174.137020629365,19639.09360124611,-1.4035304998768086,1.123001893354627,0.5956499999999999,1.451208875714515,0.9,13221.679899183175
Bihar,2022,150087.62228022463,0.4606765635599029,325798.2588052982,175710.63652507355,-2.0329688527592333,1.9427598179469165,0.5328999999999999,2.510548119170243,0.9,143130.81064454373
Chandigarh,2022,5649.064727154423,0.9787178216925979,5771.903404583878,122.83867742945495,0.33482275198812084,-1.767200505082145,0.76895,-2.283680083994774,0.9,0.0
Chhattisgarh,2022,35873.3304244503,0.8751429507970847,40991.39505354718,5118.06462909688,-0.07794837504154813,1.2521226216112964,0.7278000000000001,1.6180662496812288,0.9,1018.9251237421631
Dadra & Nagar Haveli and Daman & Diu,2022,1302.8423266219977,0.9443436798837949,1379.6273055825582,76.78497896056047,0.2430401077032722,0.06174837371083703,0.7597999999999999,0.07979486813011569,0.9,0.0
Delhi,2022,99395.04243223192,0.8644244416401039,114984.0722268867,15589.02979465478,-1.5459691390948223,-1.2009487937983165,0.58145,-1.5519364296284412,0.9,4090.622571966116
Goa,2022,1947.2789885393834,0.9649753746660464,2017.9571828071648,70.67819426778146,0.02687442635480749,-1.2968631731266331,0.7382500000000001,-1.675882612990705,0.9,0.0
Gujarat,2022,141470.6100942108,0.9564397847112373,147913.76556645727,6443.155472246464,0.9201251884931329,0.7649433882265271,0.8273,0.9885046863967479,0.9,0.0
Haryana,2022,70625.41555851256,0.969309422135221,72861.57953869569,2236.1639801831334,0.5043447944377293,-0.7105705045631195,0.7858499999999999,-0.9182408588489429,0.9,0.0
Himachal Pradesh,2022,14983.152389579216,0.98,15288.931009774711,305.778620195495,1.9187002965321025,-0.11446342688479111,0.92685,-0.14791634993927308,0.9,0.0
Jammu and Kashmir,2022,10992.673926694826,0.9615811264123211,11431.873634738151,439.1997080433248,0.5178864960535283,-0.2209992683023904,0.7872000000000001,-0.28558820923159933,0.9,0.0
Jharkhand,2022,53380.21598425512,0.7336034305151579,72764.40344174777,19384.187457492648,-0.6838141362224025,2.0300347173108686,0.6673999999999999,2.6233298600858506,0.9,12107.74711331787
Karnataka,2022,74888.75520917411,0.9532646077345165,78560.30172687433,3671.546517700219,0.31125016028654723,-0.1836660386298215,0.7666,-0.23734402141631505,0.9,0.0
Kerala,2022,21780.46914584366,0.98,22224.968516167002,444.4993703233413,0.4602088780603155,-1.6783059260512476,0.7814499999999999,-2.1688052980697194,0.9,0.0
Ladakh,2022,298.00539279416677,0.9377133970323533,317.80008021351205,19.79468741934528,0.546474532797987,0.8471234065667397,0.7900499999999999,1.0947025233972218,0.9,0.0
Lakshadweep,2022,10.243935377299483,0.9655169286131677,10.609793649100991,0.36585827180150865,0.13270031675974056,-1.1386644275810398,0.7488,-1.471448920562219,0.9,0.0
Madhya Pradesh,2022,173488.49574938658,0.6635794560629522,261443.44006473903,87954.94431535245,-1.620197725729563,1.0119361214183575,0.57405,1.3076831746664754,0.9,61810.60030887855
Maharashtra,2022,218014.22650024501,0.9388880439157806,232204.71057548278,14190.484075237764,0.13270031675974056,0.06174837371083703,0.7488,0.07979486813011569,0.9,0.0
Manipur,2022,2378.4555412384434,0.8047420635354473,2955.5501681983064,577.094626959863,-1.373939374123769,-0.018626384059572395,0.5986,-0.024070105339692227,0.9,281.53961014003244
Meghalaya,2022,4646.090327031556,0.79949626758434,5811.272066434548,1165.1817394029922,-1.0017933519414917,0.7173391974544052,0.6356999999999999,0.9269877605763079,0.9,584.0545327595373
Mizoram,2022,1941.6913874244929,0.98,1981.3177422698907,39.62635484539783,1.7998342490156625,-0.7725929845186787,0.9150000000000001,-0.9983899431362925,0.9,0.0
Nagaland,2022,3841.475766487306,0.9345441599952454,4110.534237897169,269.05847140986316,0.0619825416550219,0.08106748110571232,0.74175,0.10476015117035682,0.9,0.0
Odisha,2022,56222.44241802949,0.9398405129712335,59821.2586519457,3598.8162339162154,0.8925402407572482,1.396015585749389,0.8245499999999999,1.8040131727859512,0.9,0.0
Puducherry,2022,3571.408379267592,0.98,3644.2942645587673,72.88588529117533,2.4092108217265347,-1.548541463630468,0.97575,-2.001116053081162,0.9,0.0
Punjab,2022,51359.366914369675,0.9354666177661869,54902.40478811674,3543.0378737470674,-0.6406813088535651,-1.2140867561742508,0.6717000000000001,-1.568914074743362,0.9,0.0
Rajasthan,2022,157870.2193664148,0.892285419842321,176927.93791734555,19057.71855093076,-0.21386693570381055,0.6733025375249331,0.7142499999999999,0.870081007235429,0.9,1364.9247591962048
Sikkim,2022,1299.1172592120706,0.9374760179722066,1385.760525396806,86.64326618473547,-0.42802643903512144,-0.8988643180871528,0.6929,-1.1615651622585734,0.9,0.0
Tamil Nadu,2022,87426.4008441362,0.9697838532159293,90150.39851841098,2723.997674274782,0.5499853443280093,-0.6605546892470305,0.7904,-0.8536074904260407,0.9,0.0
Telangana,2022,67927.53548687286,0.9737834787964603,69756.30308580234,1828.7675989294803,1.0204340893508899,-0.10595177594750688,0.8373,-0.13691709565460553,0.9,0.0
Tripura,2022,2816.1509619048757,0.7036901533637567,4001.9757963689026,1185.824834464027,-1.3483606044050416,1.1299512460392387,0.60115,1.4601892366168934,0.9,785.6272548271368
Uttar Pradesh,2022,486912.87382009404,0.782397938149988,622334.0452192646,135421.17139917053,-1.1176501324322003,0.7157040098416168,0.62415,0.9248746752901839,0.9,73187.76687724411
Uttarakhand,2022,25659.19558643024,0.9474691684888861,27081.8264486157,1422.6308621854587,0.08605667786088426,-0.34302101041841515,0.7441500000000001,-0.4432718571727021,0.9,0.0
West Bengal,2022,94031.8766287894,0.9144705157193471,102826.58107880208,8794.70445001268,0.251064819771893,0.9998137808630053,0.7605999999999999,1.292017975602732,0.9,0.0
Andaman & Nicobar Islands,2023,676.9491089589496,0.9708501327911561,697.2745700850321,20.325461126082473,0.36090306621113816,-0.1777359613205843,0.7715500000000001,-0.229680827902784,0.9,0.0
Andhra Pradesh,2023,86302.97979266827,0.9796808769957189,88092.95130606637,1789.971513398108,0.531428197669324,-0.6106760536939783,0.78855,-0.7891513937342596,0.9,0.0
Arunachal Pradesh,2023,2583.8803277551774,0.9366563186413241,2758.6215737093944,174.741245954217,-0.5238214393542788,-0.14627909131816408,0.68335,-0.1890304165189323,0.9,0.0
Assam,2023,48545.28271195451,0.7802909375166179,62214.33618908413,13669.053477129622,-1.4035304998768086,1.123001893354627,0.5956499999999999,1.451208875714515,0.9,7447.619858221209
Bihar,2023,177333.129634338,0.5722382733133488,309893.86398003675,132560.73434569876,-2.0329688527592333,1.9427598179469165,0.5328999999999999,2.510548119170243,0.9,101571.34794769509
Chandigarh,2023,3884.999462601701,0.98,3964.2851659201033,79.28570331840228,0.33482275198812084,-1.767200505082145,0.76895,-2.283680083994774,0.9,0.0
Chhattisgarh,2023,36236.282642612794,0.9165084736692106,39537.31327495758,3301.0306323447876,-0.07794837504154813,1.2521226216112964,0.7278000000000001,1.6180662496812288,0.9,0.0
Dadra & Nagar Haveli and Daman & Diu,2023,844.4653291420118,0.9637328908560783,876.2441721708576,31.778843028845813,0.2430401077032722,0.06174837371083703,0.7597999999999999,0.07979486813011569,0.9,0.0
Delhi,2023,85733.8835925943,0.9089716730210977,94319.6428857298,8585.759293135503,-1.5459691390948223,-1.2009487937983165,0.58145,-1.5519364296284412,0.9,0.0
Goa,2023,1998.7209284855767,0.9773494379450178,2045.0422856824905,46.32135719691382,0.02687442635480749,-1.2968631731266331,0.7382500000000001,-1.675882612990705,0.9,0.0
Gujarat,2023,139026.9890382304,0.9717411283506845,143069.98539230085,4042.996354070463,0.9201251884931329,0.7649433882265271,0.8273,0.9885046863967479,0.9,0.0
Haryana,2023,79239.76163207286,0.98,80856.89962456415,1617.1379924912908,0.5043447944377293,-0.7105705045631195,0.7858499999999999,-0.9182408588489429,0.9,0.0
Himachal Pradesh,2023,15888.79874722633,0.98,16213.059946149317,324.2611989229863,1.9187002965321025,-0.11446342688479111,0.92685,-0.14791634993927308,0.9,0.0
Jammu and Kashmir,2023,12054.283624953772,0.9751234502551455,12361.802622836847,307.5189978830749,0.5178864960535283,-0.2209992683023904,0.7872000000000001,-0.28558820923159933,0.9,0.0
Jharkhand,2023,54821.404111963755,0.811775883457349,67532.68387141498,12711.279759451223,-0.6838141362224025,2.0300347173108686,0.6673999999999999,2.6233298600858506,0.9,5958.011372309724
Karnataka,2023,72959.05074657913,0.9696458948459006,75242.98420112842,2283.9334545492893,0.31125016028654723,-0.1836660386298215,0.7666,-0.23734402141631505,0.9,0.0
Kerala,2023,20911.99060997596,0.98,21338.765928546898,426.7753185709371,0.4602088780603155,-1.6783059260512476,0.7814499999999999,-2.1688052980697194,0.9,0.0
Ladakh,2023,383.2220379530325,0.9593129070925313,399.4755362090302,16.253498255997727,0.546474532797987,0.8471234065667397,0.7900499999999999,1.0947025233972218,0.9,0.0
Lakshadweep,2023,13.768456453402365,0.9777040836844961,14.082437296892204,0.3139808434898388,0.13270031675974056,-1.1386644275810398,0.7488,-1.471448920562219,0.9,0.0
Madhya Pradesh,2023,166577.67040148852,0.75545021995006,220501.18724235773,53923.51684086921,-1.620197725729563,1.0119361214183575,0.57405,1.3076831746664754,0.9,31873.39811663344
Maharashtra,2023,207020.21649061574,0.9600975479117091,215624.14875540687,8603.932264791132,0.13270031675974056,0.06174837371083703,0.7488,0.07979486813011569,0.9,0.0
Manipur,2023,2065.268468010355,0.865856465500621,2385.2319065565416,319.9634385461868,-1.373939374123769,-0.018626384059572395,0.5986,-0.024070105339692227,0.9,81.44024789053265
Meghalaya,2023,4720.285820774778,0.861970950119065,5476.154179120259,755.8683583454813,-1.0017933519414917,0.7173391974544052,0.6356999999999999,0.9269877605763079,0.9,208.25294043345548
Mizoram,2023,2251.1426301312868,0.98,2297.0843164604967,45.941686329209915,1.7998342490156625,-0.7725929845186787,0.9150000000000001,-0.9983899431362925,0.9,0.0
Nagaland,2023,4350.832239275148,0.9571925148654162,4545.409801796127,194.57756252097897,0.0619825416550219,0.08106748110571232,0.74175,0.10476015117035682,0.9,0.0
Odisha,2023,59523.33199080066,0.9607332782643394,61956.146765661644,2432.8147748609845,0.8925402407572482,1.396015585749389,0.8245499999999999,1.8040131727859512,0.9,0.0
Puducherry,2023,1496.1722679363904,0.98,1526.7063958534598,30.534127917069327,2.4092108217265347,-1.548541463630468,0.97575,-2.001116053081162,0.9,0.0
Punjab,2023,56909.62000739644,0.9578102025923874,59416.38526439388,2506.765256997438,-0.6406813088535651,-1.2140867561742508,0.6717000000000001,-1.568914074743362,0.9,0.0
Rajasthan,2023,158846.68210290308,0.9284360138810989,171090.60799880384,12243.925895900757,-0.21386693570381055,0.6733025375249331,0.7142499999999999,0.870081007235429,0.9,0.0
Sikkim,2023,1411.2667864737425,0.9591542597819506,1471.3658122047782,60.09902573103568,-0.42802643903512144,-0.8988643180871528,0.6929,-1.1615651622585734,0.9,0.0
Tamil Nadu,2023,93907.75724043083,0.98,95824.24208207228,1916.484841641446,0.5499853443280093,-0.6605546892470305,0.7904,-0.8536074904260407,0.9,0.0
Telangana,2023,71352.73082701553,0.98,72808.90900715871,1456.178180143179,1.0204340893508899,-0.10595177594750688,0.8373,-0.13691709565460553,0.9,0.0
Tripura,2023,3366.3876028568784,0.7881050647756837,4271.495963314288,905.1083604574096,-1.3483606044050416,1.1299512460392387,0.60115,1.4601892366168934,0.9,477.9587641259809
Uttar Pradesh,2023,582837.11961446,0.849195340790402,686340.4585710223,103503.33895656222,-1.1176501324322003,0.7157040098416168,0.62415,0.9248746752901839,0.9,34869.29309945996
Uttarakhand,2023,25187.096338757394,0.9658089633573165,26078.75604219157,891.6597034341758,0.08605667786088426,-0.34302101041841515,0.7441500000000001,-0.4432718571727021,0.9,0.0
West Bengal,2023,101450.5766341531,0.9436457123080261,107509.17988703526,6058.603252882167,0.251064819771893,0.9998137808630053,0.7605999999999999,1.292017975602732,0.9,0.0
Andaman & Nicobar Islands,2020,431.3113016221126,0.8706023927072751,495.4170873352211,64.1057857131085,0.36090306621113816,-0.1777359613205843,0.7715500000000001,-0.229680827902784,0.95,39.334931346347446
Andhra Pradesh,2020,57807.44464104737,0.9068898798347165,63742.51816723653,5935.0735261891605,0.531428197669324,-0.6106760536939783,0.78855,-0.7891513937342596,0.95,2747.9476178273326
Arunachal Pradesh,2020,2275.663394750979,0.749193392371439,3037.4846040056086,761.8212092546296,-0.5238214393542788,-0.14627909131816408,0.68335,-0.1890304165189323,0.95,609.946979054349
Assam,2020,31816.878256270527,0.41773859009164854,76164.56561815405,44347.68736188352,-1.4035304998768086,1.123001893354627,0.5956499999999999,1.451208875714515,0.95,40539.45908097582
Bihar,2020,89324.75103091927,0.2127484862800435,419860.8064987122,330536.05546779296,-2.0329688527592333,1.9427598179469165,0.5328999999999999,2.510548119170243,0.95,309543.01514285733
Chandigarh,2020,3874.583115408685,0.935689181055982,4140.886946064699,266.30383065601427,0.33482275198812084,-1.767200505082145,0.76895,-2.283680083994774,0.95,59.25948335277917
Chhattisgarh,2020,26473.310205630045,0.6892038581300404,38411.436461568686,11938.126255938641,-0.07794837504154813,1.2521226216112964,0.7278000000000001,1.6180662496812288,0.95,10017.554432860208
Dadra & Nagar Haveli and Daman & Diu,2020,870.7435273333444,0.842967637932279,1032.9501254273498,162.20659809400536,0.2430401077032722,0.06174837371083703,0.7597999999999999,0.07979486813011569,0.95,110.55909182263781
Delhi,2020,78359.69886081068,0.6685683249648382,117205.22186708714,38845.52300627646,-1.5459691390948223,-1.2009487937983165,0.58145,-1.5519364296284412,0.95,32985.2619129221
Goa,2020,1497.8593319931106,0.8970837170014425,1669.6984948069255,171.83916281381494,0.02687442635480749,-1.2968631731266331,0.7382500000000001,-1.675882612990705,0.95,88.35423807346865
Gujarat,2020,108784.28979824664,0.8741603910770492,124444.31354778496,15660.023749538319,0.9201251884931329,0.7649433882265271,0.8273,0.9885046863967479,0.95,9437.80807214907
Haryana,2020,56573.06417950124,0.9090268574186474,62234.755461627494,5661.691282126252,0.5043447944377293,-0.7105705045631195,0.7858499999999999,-0.9182408588489429,0.95,2549.953509044877
Himachal Pradesh,2020,12112.809441370793,0.9636199605081178,12570.110559959443,457.30111858864984,1.9187002965321025,-0.11446342688479111,0.92685,-0.14791634993927308,0.95,0.0
Jammu and Kashmir,2020,7967.5288563248,0.8878745599505752,8973.710043869625,1006.1811875448257,0.5178864960535283,-0.2209992683023904,0.7872000000000001,-0.28558820923159933,0.95,557.4956853513431
Jharkhand,2020,41060.29451948584,0.46559561850170295,88188.74767683334,47128.4531573475,-0.6838141362224025,2.0300347173108686,0.6673999999999999,2.6233298600858506,0.95,42719.01577350584
Karnataka,2020,59359.44346696794,0.8658290680741394,68557.92402419676,9198.480557228824,0.31125016028654723,-0.1836660386298215,0.7666,-0.23734402141631505,0.95,5770.584356018982
Kerala,2020,18799.93926631112,0.93968453613427,20006.649618446874,1206.710352135753,0.4602088780603155,-1.6783059260512476,0.7814499999999999,-2.1688052980697194,0.95,206.37787121340807
Ladakh,2020,215.6556508110563,0.8264796085320243,260.9328150202028,45.27716420914649,0.546474532797987,0.8471234065667397,0.7900499999999999,1.0947025233972218,0.95,32.23052345813633
Lakshadweep,2020,18.04649797582061,0.8985646716755152,20.08369407865777,2.037196102837161,0.13270031675974056,-1.1386644275810398,0.7488,-1.471448920562219,0.95,1.0330113989042715
Madhya Pradesh,2020,124203.21766878777,0.38425387715832726,323232.1781300109,199028.96046122315,-1.620197725729563,1.0119361214183575,0.57405,1.3076831746664754,0.95,182867.35155472258
Maharashtra,2020,144067.9003156723,0.82937027417587,173707.57646074297,29639.67614507067,0.13270031675974056,0.06174837371083703,0.7488,0.07979486813011569,0.95,20954.297322033526
Manipur,2020,1410.3338168103808,0.5659589665130106,2491.9365188252727,1081.602702014892,-1.373939374123769,-0.018626384059572395,0.5986,-0.024070105339692227,0.95,957.0058760736281
Meghalaya,2020,3734.722756096075,0.5578229203954564,6695.176228055356,2960.4534719592807,-1.0017933519414917,0.7173391974544052,0.6356999999999999,0.9269877605763079,0.95,2625.694660556512
Mizoram,2020,2106.0263137782654,0.97065252565115,2169.701575098117,63.675261319851415,1.7998342490156625,-0.7725929845186787,0.9150000000000001,-0.9983899431362925,0.95,0.0
Nagaland,2020,3146.4069220843235,0.8187446278872309,3842.964967237246,696.5580451529227,0.0619825416550219,0.08106748110571232,0.74175,0.10476015117035682,0.95,504.4097967910602
Odisha,2020,41171.28048203714,0.8317237205595313,49501.14979808403,8329.86931604689,0.8925402407572482,1.396015585749389,0.8245499999999999,1.8040131727859512,0.95,5854.811826142686
Puducherry,2020,2492.221370460826,0.98,2543.083031082476,50.86166062164966,2.4092108217265347,-1.548541463630468,0.97575,-2.001116053081162,0.95,0.0
Punjab,2020,41685.60567434803,0.8209864268466095,50775.024179707216,9089.418505359186,-0.6406813088535651,-1.2140867561742508,0.6717000000000001,-1.568914074743362,0.95,6550.667296373824
